,Year,Status,Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Measles , BMI ,Total expenditure, HIV/AIDS, thinness  1-19 years,Income composition of resources,Immunization Coverage,Schooling
1669,2013,Developing,74.1,147.0,0,0.01,917.4676279999999,0,32.3,4.82,0.1,7.0,0.765,High Polio & High Diphtheria,14.7
1670,2012,Developing,73.9,154.0,0,0.01,915.1859205,0,31.8,4.76,0.1,7.1,0.7559999999999999,High Polio & High Diphtheria,14.3
1671,2011,Developing,73.6,158.0,0,3.03,918.807245,2,31.3,5.2,0.1,7.1,0.748,High Polio & High Diphtheria,14.1
1672,2010,Developing,73.3,163.0,0,2.95,0.10805597300000001,12,3.7,5.29,0.2,7.2,0.74,High Polio & High Diphtheria,14.0
1673,2009,Developing,72.8,166.0,0,2.83,624.2361827999999,15,3.2,4.97,0.1,7.3,0.7340000000000001,High Polio & High Diphtheria,13.8
1674,2008,Developing,72.7,166.0,0,2.49,6.6489825,12,29.7,4.6,0.1,7.4,0.728,High Polio & High Diphtheria,13.6
1675,2007,Developing,72.9,161.0,0,3.24,582.5143743,13,29.1,4.24,0.1,7.5,0.72,High Polio & High Diphtheria,13.5
1676,2006,Developing,71.8,165.0,0,3.73,502.38449460000004,3,28.6,4.38,0.1,7.6,0.713,High Polio & High Diphtheria,13.4
1677,2005,Developing,72.1,168.0,0,3.94,479.9234077,7,28.0,4.47,0.1,7.7,0.7040000000000001,High Polio & High Diphtheria,13.0
1678,2004,Developing,71.9,168.0,0,4.16,509.3899943,28,27.5,4.29,0.1,7.8,0.696,High Polio & High Diphtheria,12.8
1679,2003,Developing,71.5,174.0,0,4.08,407.779262,777,26.9,4.15,0.1,7.9,0.687,High Polio & High Diphtheria,12.6
1680,2002,Developing,71.5,179.0,0,4.14,369.6317105,0,26.4,4.24,0.1,7.9,0.6829999999999999,High Polio & High Diphtheria,12.5
1681,2001,Developing,71.5,177.0,0,4.38,70.15536981,0,25.8,3.87,0.1,8.0,0.6729999999999999,High Polio & High Diphtheria,12.2
1682,2000,Developing,71.0,177.0,0,4.6,336.32133260000006,0,25.3,3.78,0.1,8.1,0.667,High Polio & High Diphtheria,12.1
1684,2014,Developing,76.6,122.0,31,5.26,168.173753,3,62.8,6.3,0.1,1.6,0.754,High Polio & High Diphtheria,13.1
1685,2013,Developing,76.6,12.0,32,5.23,150.408875,0,62.1,6.3,0.1,1.6,0.753,High Polio & High Diphtheria,12.9
1686,2012,Developing,76.3,123.0,33,5.29,112.69648600000001,0,61.5,6.21,0.1,1.6,0.748,High Polio & High Diphtheria,12.7
1687,2011,Developing,76.1,124.0,34,5.3,1117.196097,3,6.8,6.4,0.1,1.6,0.745,High Polio & High Diphtheria,12.6
1688,2010,Developing,75.6,127.0,35,5.21,1033.0397369999998,0,6.1,6.39,0.1,1.6,0.7390000000000001,High Polio & High Diphtheria,12.5
1689,2009,Developing,75.7,13.0,36,5.27,881.7364326999999,0,59.4,6.6,0.1,1.7,0.738,High Polio & High Diphtheria,12.5
1690,2008,Developing,75.6,127.0,37,5.36,159.87722639999998,0,58.7,6.6,0.1,1.7,0.735,High Polio & High Diphtheria,12.3
1691,2007,Developing,76.0,123.0,38,5.35,105.74761310000001,0,57.9,5.92,0.1,1.7,0.731,High Polio & High Diphtheria,12.3
1692,2006,Developing,75.8,125.0,40,5.11,980.2537444,23,57.2,5.83,0.1,1.8,0.723,High Polio & High Diphtheria,12.2
1693,2005,Developing,75.3,126.0,42,4.93,998.3498049000001,6,56.4,6.4,0.1,1.8,0.7190000000000001,High Polio & High Diphtheria,12.2
1694,2004,Developing,75.4,124.0,44,4.9,920.8284115,64,55.7,6.11,0.1,1.8,0.7140000000000001,High Polio & High Diphtheria,12.1
1695,2003,Developing,75.0,127.0,46,4.88,781.2062827999999,44,54.9,6.2,0.1,1.9,0.708,High Polio & High Diphtheria,11.9
1696,2002,Developing,75.0,127.0,49,4.77,12.185972300000001,0,54.1,5.52,0.1,1.9,0.703,High Polio & High Diphtheria,11.6
1697,2001,Developing,75.0,126.0,52,4.86,13.31109532,3,53.2,5.35,0.1,1.9,0.7,High Polio & High Diphtheria,11.6
1698,2000,Developing,74.8,129.0,55,4.99,10.22840118,30,52.4,4.98,0.1,2.0,0.6940000000000001,High Polio & High Diphtheria,11.4
1700,2014,Developing,69.4,164.0,0,1.58,0.0,140,68.7,13.71,0.1,0.2,0.639,High Polio & High Diphtheria,11.7
1701,2013,Developing,69.2,166.0,0,1.67,0.0,0,68.1,13.38,0.1,0.2,0.6409999999999999,High Polio & High Diphtheria,11.7
1702,2012,Developing,69.0,168.0,0,2.98,0.0,0,67.5,12.77,0.1,0.2,0.64,High Polio & High Diphtheria,11.7
1703,2011,Developing,68.9,169.0,0,1.89,0.0,0,67.0,13.76,0.1,0.2,0.638,High Polio & High Diphtheria,11.7
1704,2010,Developing,68.7,171.0,0,1.76,0.0,0,66.4,13.83,0.1,0.2,0.633,High Polio & High Diphtheria,11.5
1705,2009,Developing,68.5,172.0,0,2.06,0.0,0,65.8,13.44,0.1,0.2,0.629,High Polio & High Diphtheria,11.4
1706,2008,Developing,68.4,174.0,0,1.97,0.0,0,65.2,12.94,0.1,0.2,0.628,High Polio & High Diphtheria,11.2
1707,2007,Developing,68.2,175.0,0,1.64,0.0,0,64.7,11.99,0.1,0.2,0.625,High Polio & High Diphtheria,11.0
1708,2006,Developing,68.0,176.0,0,1.73,0.0,0,64.1,11.92,0.1,0.2,0.622,High Polio & High Diphtheria,10.9
1709,2005,Developing,67.9,178.0,0,1.9,0.0,0,63.6,12.11,0.1,0.2,0.617,High Polio & High Diphtheria,10.7
1710,2004,Developing,67.7,179.0,0,2.02,0.0,0,63.2,1.64,0.1,0.2,0.616,High Polio & High Diphtheria,10.5
1711,2003,Developing,67.5,18.0,0,3.15,0.0,0,62.8,9.69,0.1,0.2,0.612,High Polio & High Diphtheria,10.4
1712,2002,Developing,66.2,21.0,0,2.78,0.0,0,62.4,8.2,0.1,0.2,0.608,High Polio & High Diphtheria,10.2
1713,2001,Developing,67.2,183.0,0,2.82,0.0,0,62.0,8.58,0.1,0.3,0.604,High Polio & High Diphtheria,10.1
1714,2000,Developing,67.0,185.0,0,2.23,0.0,0,61.5,7.88,0.1,0.3,0.0,High Polio & High Diphtheria,0.0
1717,2014,Developing,68.4,225.0,1,0.01,281.0023992,0,51.5,4.73,0.1,2.2,0.7290000000000001,High Polio & High Diphtheria,14.8
1718,2013,Developing,68.1,227.0,1,0.01,241.1958645,0,5.4,4.21,0.1,2.2,0.72,High Polio & High Diphtheria,14.7
1719,2012,Developing,67.8,231.0,1,0.01,253.8285861,0,49.2,4.22,0.1,2.2,0.7120000000000001,High Polio & High Diphtheria,14.7
1720,2011,Developing,67.3,235.0,1,0.01,257.8403154,0,48.0,4.45,0.1,2.2,0.701,High Polio & High Diphtheria,14.6
1721,2010,Developing,66.3,25.0,1,5.8,22.31624272,7,46.9,4.7,0.1,2.2,0.693,High Polio & High Diphtheria,14.3
1722,2009,Developing,66.9,235.0,1,4.61,134.1678932,8,45.9,5.29,0.1,2.2,0.6859999999999999,High Polio & High Diphtheria,13.8
1723,2008,Developing,67.4,225.0,2,4.26,181.0123284,31,44.9,5.58,0.1,2.2,0.6729999999999999,High Polio & High Diphtheria,13.4
1724,2007,Developing,65.9,26.0,2,3.79,126.698109,12,43.9,5.6,0.1,2.2,0.6609999999999999,High Polio & High Diphtheria,13.0
1725,2006,Developing,65.0,271.0,2,2.91,122.12064850000002,26,43.0,4.68,0.1,2.2,0.649,High Polio & High Diphtheria,12.7
1726,2005,Developing,64.5,274.0,2,2.75,98.68367951,0,42.1,5.9,0.1,2.3,0.637,High Polio & High Diphtheria,11.8
1727,2004,Developing,64.0,284.0,2,1.75,73.24150483,0,41.3,5.99,0.1,2.3,0.621,High Polio & High Diphtheria,11.2
1728,2003,Developing,64.0,271.0,2,1.31,56.05686428,18,4.5,6.18,0.1,2.4,0.609,High Polio & High Diphtheria,10.5
1729,2002,Developing,63.8,263.0,2,2.43,55.60878216,1205,39.8,5.81,0.1,2.4,0.599,High Polio & High Diphtheria,10.1
1730,2001,Developing,63.2,266.0,2,2.87,61.84921903,10677,39.1,5.45,0.1,2.5,0.588,High Polio & High Diphtheria,9.4
1731,2000,Developing,62.8,274.0,2,2.79,56.431387,925,38.5,4.92,0.1,2.6,0.5820000000000001,High Polio & High Diphtheria,8.9
1733,2014,Developing,75.9,17.0,0,0.01,726.0291764,0,61.3,6.42,0.1,1.8,0.8029999999999999,High Polio & High Diphtheria,15.1
1734,2013,Developing,75.8,19.0,0,0.01,707.144691,0,6.7,6.43,0.1,1.8,0.799,High Polio & High Diphtheria,15.1
1735,2012,Developing,75.6,11.0,0,0.01,648.1331781,0,6.2,7.25,0.1,1.9,0.797,High Polio & High Diphtheria,15.1
1736,2011,Developing,75.4,113.0,0,6.56,666.7374371000001,5,59.7,6.92,0.1,1.9,0.792,High Polio & High Diphtheria,15.1
1737,2010,Developing,75.3,115.0,0,6.56,635.4849381,5,59.1,6.9,0.1,2.0,0.787,High Polio & High Diphtheria,15.0
1738,2009,Developing,75.0,117.0,0,6.45,489.6818699,0,58.5,6.7,0.1,2.0,0.785,High Polio & High Diphtheria,14.6
1739,2008,Developing,74.6,121.0,0,6.17,709.1311228,0,57.8,6.13,0.1,2.1,0.774,High Polio & High Diphtheria,14.2
1740,2007,Developing,74.2,125.0,0,4.98,678.5188944,0,57.2,6.74,0.1,2.1,0.762,High Polio & High Diphtheria,13.6
1741,2006,Developing,73.8,13.0,0,5.38,595.7306923,0,56.5,8.1,0.1,2.2,0.7509999999999999,Low Polio &  Low Diphtheria,13.2
1749,2014,Developing,74.1,96.0,18,0.43,198.7343495,10,57.5,5.91,0.1,6.4,0.64,High Polio & High Diphtheria,12.1
1750,2013,Developing,73.9,97.0,18,0.45,179.8598949,92,56.5,5.94,0.1,6.4,0.634,High Polio & High Diphtheria,12.1
1751,2012,Developing,73.6,99.0,19,0.55,19.15853732,668,55.5,6.15,0.1,6.3,0.623,High Polio & High Diphtheria,11.6
1752,2011,Developing,73.3,14.0,19,0.54,22.0945504,982,54.6,5.99,0.1,6.3,0.612,High Polio & High Diphtheria,11.2
1753,2010,Developing,72.8,11.0,20,0.56,183.6592186,633,53.6,5.86,0.1,6.3,0.603,High Polio & High Diphtheria,10.7
1754,2009,Developing,72.3,116.0,20,0.62,188.2902861,834,52.7,5.67,0.1,6.4,0.596,High Polio & High Diphtheria,10.5
1755,2008,Developing,71.8,123.0,21,0.51,171.3658969,1455,51.7,5.41,0.1,6.4,0.589,High Polio & High Diphtheria,10.3
1756,2007,Developing,71.4,128.0,21,0.56,157.6431445,2248,5.8,5.48,0.1,6.4,0.581,High Polio & High Diphtheria,10.0
1757,2006,Developing,71.0,133.0,22,0.58,127.76320049999998,1217,49.9,5.23,0.1,6.4,0.575,High Polio & High Diphtheria,10.0
1758,2005,Developing,77.0,137.0,22,0.47,9.469371264,0,49.1,5.6,0.1,6.5,0.569,High Polio & High Diphtheria,9.8
1759,2004,Developing,72.0,142.0,23,0.56,100.3638322,6399,48.2,5.22,0.1,6.5,0.561,High Polio & High Diphtheria,9.6
1760,2003,Developing,69.9,146.0,24,0.58,88.16506179,10841,47.3,5.25,0.1,6.6,0.551,High Polio & High Diphtheria,9.3
1761,2002,Developing,69.5,15.0,25,0.46,66.72933871,6000,46.5,5.31,0.1,6.6,0.54,High Polio & High Diphtheria,8.8
1762,2001,Developing,69.0,155.0,26,0.46,71.11645,2724,45.7,4.44,0.1,6.7,0.53,High Polio & High Diphtheria,8.5
1763,2000,Developing,68.6,16.0,27,0.45,63.42140024,7368,44.8,4.18,0.1,6.7,0.519,High Polio & High Diphtheria,8.0
1765,2014,Developing,56.7,375.0,61,0.01,54.91159475,9,22.2,6.98,4.1,3.6,0.409,High Polio & High Diphtheria,9.1
1766,2013,Developing,55.3,46.0,62,1.16,5.813338496,8,21.8,5.9,5.1,3.6,0.405,High Polio & High Diphtheria,9.1
1767,2012,Developing,54.8,48.0,64,1.19,49.90987221,145,21.3,5.58,6.9,3.6,0.4,High Polio & High Diphtheria,9.2
1768,2011,Developing,54.3,47.0,66,0.94,40.80617976,177,2.9,6.23,9.6,3.7,0.397,High Polio & High Diphtheria,9.5
1769,2010,Developing,54.0,47.0,69,0.96,5.743393664,2321,2.5,5.38,10.8,3.7,0.39,High Polio & High Diphtheria,9.3
1770,2009,Developing,53.8,4.0,70,1.18,39.75216936,60,2.1,5.43,11.3,3.7,0.382,High Polio & High Diphtheria,9.2
1771,2008,Developing,53.2,45.0,72,1.48,0.796915785,4,19.7,4.91,12.6,3.7,0.37200000000000005,High Polio & High Diphtheria,8.8
1772,2007,Developing,52.1,425.0,74,1.03,53.9502789,267,19.3,5.25,14.1,3.8,0.36,High Polio & High Diphtheria,8.2
1773,2006,Developing,51.2,434.0,78,1.2,58.59644487,183,18.9,6.51,16.3,3.8,0.353,High Polio & High Diphtheria,7.9
1774,2005,Developing,58.0,434.0,80,1.23,67.33378735,12598,18.5,6.87,16.2,3.9,0.341,High Polio &  Low Diphtheria,7.3
1775,2004,Developing,54.0,429.0,82,1.54,46.58195631,9396,18.1,5.91,15.9,3.9,0.332,High Polio & High Diphtheria,7.0
1776,2003,Developing,51.0,424.0,85,1.68,42.52689559,28898,17.7,6.39,15.3,4.0,0.318,High Polio & High Diphtheria,6.7
1777,2002,Developing,49.8,416.0,87,2.16,40.82597077,7155,17.3,6.45,14.5,4.0,0.311,High Polio & High Diphtheria,6.2
1778,2001,Developing,49.5,48.0,90,2.09,37.82511936,7085,16.9,5.64,13.4,4.1,0.298,High Polio & High Diphtheria,5.8
1779,2000,Developing,49.0,43.0,93,1.14,47.17250718,7375,16.5,6.16,12.2,4.2,0.29100000000000004,High Polio &  Low Diphtheria,5.4
1781,2014,Developing,66.4,21.0,40,0.01,45.33788677,122,22.9,2.28,0.3,12.9,0.547,High Polio & High Diphtheria,9.1
1782,2013,Developing,66.2,22.0,42,0.7,38.33793462,1010,22.1,2.16,0.4,12.9,0.54,High Polio & High Diphtheria,9.1
1783,2012,Developing,65.9,25.0,44,0.55,38.4279083,2175,21.3,2.22,0.5,13.0,0.5329999999999999,High Polio & High Diphtheria,9.1
1784,2011,Developing,65.6,27.0,47,0.33,21.23698847,2046,2.5,1.87,0.5,13.0,0.526,Low Polio & High Diphtheria,9.1
1785,2010,Developing,65.4,29.0,49,0.3,17.48293752,190,19.8,1.92,0.5,13.1,0.515,Low Polio &  Low Diphtheria,8.8
1786,2009,Developing,65.2,211.0,52,0.28,11.05247903,329,19.1,2.5,0.6,13.1,0.504,Low Polio &  Low Diphtheria,8.5
1787,2008,Developing,59.2,296.0,59,0.3,9.53048032,333,18.3,1.87,0.6,13.2,0.493,High Polio & High Diphtheria,8.2
1788,2007,Developing,64.5,217.0,58,0.26,0.5305728,1088,17.6,1.68,0.6,13.2,0.484,High Polio & High Diphtheria,8.1
1789,2006,Developing,64.2,22.0,61,0.28,4.632776304,760,17.0,1.78,0.6,13.2,0.474,High Polio & High Diphtheria,8.0
1790,2005,Developing,63.9,224.0,64,0.28,2.7938431880000003,314,16.4,1.83,0.5,13.2,0.465,High Polio & High Diphtheria,7.9
1791,2004,Developing,63.5,228.0,66,0.44,4.15451614,1329,15.7,1.97,0.5,13.3,0.455,High Polio & High Diphtheria,7.8
1792,2003,Developing,63.2,231.0,69,0.4,3.8242124719999997,830,15.2,1.97,0.5,13.3,0.445,High Polio & High Diphtheria,7.7
1793,2002,Developing,62.8,235.0,71,0.41,3.421880938,736,14.6,2.5,0.4,13.3,0.435,High Polio & High Diphtheria,7.6
1794,2001,Developing,62.5,239.0,72,0.38,1.9171639999999999,2519,14.1,1.8,0.4,13.3,0.42700000000000005,High Polio & High Diphtheria,7.6
1795,2000,Developing,62.1,243.0,73,0.35,2.511437292,845,13.6,1.84,0.4,13.3,0.41700000000000004,High Polio & High Diphtheria,7.5
1797,2014,Developing,65.9,242.0,2,0.01,751.3982718999999,477,34.9,8.93,2.2,8.6,0.632,High Polio & High Diphtheria,11.7
1798,2013,Developing,66.1,232.0,3,0.01,760.6550553,1028,34.1,8.53,2.5,9.0,0.625,High Polio & High Diphtheria,11.6
1799,2012,Developing,65.8,232.0,3,0.01,796.8734262999999,86,33.3,8.24,3.7,9.5,0.619,High Polio & High Diphtheria,11.5
1800,2011,Developing,64.3,268.0,3,7.84,7.896234931,79,32.5,8.78,4.7,9.9,0.612,High Polio & High Diphtheria,11.5
1801,2010,Developing,63.0,299.0,3,7.58,719.5535161,3138,31.8,7.89,6.2,1.4,0.604,High Polio & High Diphtheria,11.4
1802,2009,Developing,62.4,36.0,3,7.99,575.6748069,4076,31.0,8.5,8.7,1.9,0.598,High Polio & High Diphtheria,11.4
1803,2008,Developing,61.7,317.0,3,6.28,59.55033546,0,3.2,7.15,11.7,11.5,0.589,High Polio & High Diphtheria,11.3
1804,2007,Developing,60.0,356.0,3,5.12,62.11039296,21,29.4,6.99,15.2,12.0,0.578,High Polio & High Diphtheria,11.3
1805,2006,Developing,57.0,431.0,3,4.94,459.15723990000004,3,28.7,7.2,19.2,12.6,0.57,High Polio & High Diphtheria,11.4
1806,2005,Developing,55.1,477.0,3,4.89,457.7200522,4,27.9,7.32,22.1,13.1,0.565,High Polio & High Diphtheria,11.6
1807,2004,Developing,54.7,483.0,3,4.8,368.28482579999996,4,27.2,6.47,24.0,13.7,0.5589999999999999,High Polio & High Diphtheria,11.7
1808,2003,Developing,55.0,471.0,3,5.28,294.6571552,262,26.5,6.52,24.7,14.2,0.5539999999999999,High Polio & High Diphtheria,11.7
1809,2002,Developing,55.7,452.0,3,5.09,203.73228930000002,1278,25.8,6.17,24.6,14.7,0.556,High Polio & High Diphtheria,11.8
1810,2001,Developing,56.5,426.0,3,5.09,205.80788330000001,416,25.1,6.18,23.9,15.2,0.556,High Polio & High Diphtheria,11.7
1811,2000,Developing,57.4,41.0,3,5.73,35.80978512,469,24.5,6.11,22.8,15.7,0.5589999999999999,Low Polio & High Diphtheria,11.5
1814,2014,Developing,69.6,158.0,18,0.01,8.523486403,1279,18.5,5.8,0.1,15.9,0.551,High Polio & High Diphtheria,12.4
1815,2013,Developing,69.3,162.0,19,0.27,80.15505125,1861,18.0,5.69,0.1,16.1,0.545,High Polio & High Diphtheria,12.3
1816,2012,Developing,68.9,167.0,20,0.26,80.58788376,3362,17.4,5.89,0.2,16.3,0.5379999999999999,Low Polio &  Low Diphtheria,12.3
1817,2011,Developing,68.4,172.0,22,0.27,112.12290279999999,2359,16.9,6.73,0.2,16.5,0.529,High Polio & High Diphtheria,12.0
1818,2010,Developing,68.0,178.0,23,0.24,84.62302524,190,16.4,6.43,0.2,16.7,0.515,High Polio & High Diphtheria,11.1
1819,2009,Developing,67.5,183.0,25,0.22,6.19357029,189,15.9,6.41,0.2,16.9,0.502,High Polio & High Diphtheria,10.5
1820,2008,Developing,67.0,189.0,27,0.21,70.27113179,2089,15.4,6.44,0.2,17.0,0.49200000000000005,High Polio & High Diphtheria,10.1
1821,2007,Developing,66.6,194.0,29,0.2,52.22906505,1415,14.9,5.84,0.2,17.2,0.486,High Polio & High Diphtheria,10.0
1822,2006,Developing,66.0,21.0,31,0.2,45.87989927,2838,14.4,5.7,0.2,17.4,0.47600000000000003,High Polio & High Diphtheria,9.6
1823,2005,Developing,65.4,28.0,33,0.2,4.259752532,5023,13.9,5.72,0.2,17.6,0.469,High Polio & High Diphtheria,9.4
1824,2004,Developing,64.7,218.0,35,0.21,31.93187316,12074,13.4,5.82,0.2,17.8,0.46299999999999997,Low Polio &  Low Diphtheria,9.3
1825,2003,Developing,64.3,22.0,38,0.2,2.79096532,13344,12.9,5.48,0.1,18.0,0.457,High Polio & High Diphtheria,9.2
1826,2002,Developing,63.1,238.0,40,0.19,23.18394594,6749,12.4,5.6,0.1,18.2,0.447,High Polio & High Diphtheria,8.6
1827,2001,Developing,63.2,23.0,43,0.09,21.92813881,10849,11.9,5.36,0.1,18.3,0.446,High Polio & High Diphtheria,9.0
1828,2000,Developing,62.5,238.0,46,0.08,17.912336800000002,9397,11.4,5.43,0.1,18.5,0.439,High Polio & High Diphtheria,8.9
1830,2014,Developed,81.7,58.0,1,0.01,1491.7036050000002,140,61.6,1.9,0.1,1.0,0.9229999999999999,High Polio & High Diphtheria,18.1
1831,2013,Developed,81.4,6.0,1,8.68,1475.030397,2632,61.0,11.4,0.1,1.0,0.922,High Polio & High Diphtheria,18.1
1832,2012,Developed,81.1,62.0,1,9.05,1162.656768,10,6.5,11.1,0.1,1.0,0.9209999999999999,High Polio & High Diphtheria,18.1
1833,2011,Developed,81.1,63.0,1,8.96,1047.370244,51,59.9,1.53,0.1,1.0,0.9109999999999999,High Polio & High Diphtheria,17.2
1834,2010,Developed,88.0,64.0,1,9.33,1035.621437,15,59.3,1.48,0.1,1.0,0.9059999999999999,High Polio & High Diphtheria,17.0
1835,2009,Developed,86.0,65.0,1,9.23,96.8585885,15,58.6,1.29,0.1,1.0,0.9059999999999999,High Polio & High Diphtheria,16.9
1836,2008,Developed,83.0,68.0,1,9.62,10873.40554,109,57.9,9.57,0.1,1.0,0.905,High Polio & High Diphtheria,16.8
1837,2007,Developed,82.0,68.0,1,9.53,9689.732784,10,57.3,9.36,0.1,1.0,0.899,High Polio & High Diphtheria,16.6
1838,2006,Developed,79.8,71.0,1,9.79,8344.010392,1,56.5,9.36,0.1,1.0,0.893,High Polio & High Diphtheria,16.5
1839,2005,Developed,79.4,72.0,1,9.69,6577.508136,4,55.8,9.6,0.1,1.0,0.888,High Polio & High Diphtheria,16.4
1840,2004,Developed,79.2,77.0,1,9.56,5170.130703,11,55.0,8.52,0.1,1.0,0.885,High Polio & High Diphtheria,16.5
1841,2003,Developed,78.7,8.0,1,9.56,4472.6114,4,54.2,8.46,0.1,1.1,0.8809999999999999,High Polio & High Diphtheria,16.5
1842,2002,Developed,78.4,81.0,1,9.68,3455.1970530000003,3,53.4,8.34,0.1,1.1,0.882,High Polio & High Diphtheria,16.9
1843,2001,Developed,78.3,82.0,1,9.95,3054.515582,0,52.6,7.79,0.1,1.1,0.878,High Polio & High Diphtheria,16.7
1844,2000,Developed,78.1,84.0,1,10.06,2944.6401339999998,1019,51.8,7.42,0.1,1.1,0.873,High Polio & High Diphtheria,16.5
1846,2014,Developed,81.5,67.0,0,9.07,1040.2784359999998,280,66.9,11.3,0.1,0.4,0.91,High Polio & High Diphtheria,19.2
1847,2013,Developed,81.3,69.0,0,9.18,10019.0763,8,66.4,11.17,0.1,0.3,0.9079999999999999,High Polio & High Diphtheria,19.3
1848,2012,Developed,81.1,7.0,0,9.2,924.5653683,68,65.9,11.53,0.1,0.3,0.904,High Polio & High Diphtheria,19.5
1849,2011,Developed,86.0,72.0,0,9.47,8342.405764,597,65.3,11.24,0.1,0.3,0.9009999999999999,High Polio & High Diphtheria,19.7
1850,2010,Developed,89.0,71.0,0,9.62,6664.148708,43,64.8,11.2,0.1,0.3,0.899,High Polio & High Diphtheria,20.3
1851,2009,Developed,85.0,73.0,0,9.24,63.57705167,198,64.3,11.21,0.1,0.3,0.895,High Polio & High Diphtheria,19.3
1852,2008,Developed,81.0,75.0,0,9.49,6761.288966,0,63.8,1.7,0.1,0.3,0.894,High Polio & High Diphtheria,19.5
1853,2007,Developed,81.0,76.0,0,9.19,606.3106561000001,25,63.2,8.35,0.1,0.3,0.8909999999999999,High Polio & High Diphtheria,19.2
1854,2006,Developed,79.9,76.0,0,9.34,496.2228007,20,62.6,8.65,0.1,0.3,0.888,High Polio & High Diphtheria,19.1
1855,2005,Developed,79.9,78.0,0,9.31,491.05585199999996,20,62.1,8.25,0.1,0.3,0.8859999999999999,High Polio & High Diphtheria,18.9
1856,2004,Developed,79.2,79.0,0,9.15,442.3774869,33,61.5,7.89,0.1,0.3,0.884,High Polio & High Diphtheria,18.4
1857,2003,Developed,79.1,82.0,0,8.91,3661.792922,66,6.9,7.71,0.1,0.3,0.8809999999999999,High Polio &  Low Diphtheria,18.2
1858,2002,Developed,78.7,83.0,0,9.13,2892.257132,21,6.3,7.89,0.1,0.3,0.873,High Polio &  Low Diphtheria,17.5
1859,2001,Developed,78.5,83.0,0,8.75,2205.98595,65,59.6,7.58,0.1,0.3,0.868,High Polio &  Low Diphtheria,17.4
1860,2000,Developed,78.6,87.0,0,8.91,2143.0210829999996,65,58.9,7.47,0.1,0.3,0.8640000000000001,High Polio &  Low Diphtheria,17.2
1862,2014,Developing,74.5,148.0,2,3.55,473.12381239999996,0,53.2,9.4,0.1,1.8,0.636,High Polio & High Diphtheria,11.6
1863,2013,Developing,73.9,157.0,2,3.58,366.48418039999996,0,52.4,8.43,0.1,1.8,0.63,High Polio & High Diphtheria,11.5
1864,2012,Developing,73.9,157.0,2,3.63,334.81742460000004,0,51.7,8.4,0.1,1.8,0.625,High Polio & High Diphtheria,11.5
1865,2011,Developing,74.5,147.0,3,3.39,321.61325930000004,0,5.9,6.39,0.1,1.8,0.62,High Polio & High Diphtheria,11.5
1866,2010,Developing,73.2,154.0,3,3.38,302.70454110000003,0,5.2,6.58,0.1,1.9,0.614,High Polio & High Diphtheria,11.4
1867,2009,Developing,73.2,163.0,3,3.36,292.75310099999996,0,49.4,6.82,0.2,1.9,0.613,High Polio & High Diphtheria,11.3
1868,2008,Developing,72.5,169.0,3,3.64,275.064434,0,48.6,6.98,0.2,1.9,0.607,High Polio & High Diphtheria,11.1
1869,2007,Developing,72.5,173.0,3,3.83,253.0007812,0,47.9,6.91,0.2,2.0,0.601,High Polio & High Diphtheria,11.0
1870,2006,Developing,73.0,17.0,3,3.69,21.41123529,0,47.1,6.33,0.3,2.0,0.597,High Polio & High Diphtheria,11.0
1871,2005,Developing,71.2,194.0,3,3.7,218.5716179,0,46.4,6.11,0.3,2.0,0.5920000000000001,High Polio & High Diphtheria,11.0
1872,2004,Developing,71.0,194.0,4,3.81,36.81621175,0,45.7,6.13,0.3,2.1,0.5870000000000001,Low Polio & High Diphtheria,11.0
1873,2003,Developing,76.0,198.0,4,3.77,2.542436908,0,44.9,6.12,0.3,2.1,0.583,High Polio & High Diphtheria,11.0
1874,2002,Developing,75.0,197.0,4,3.5,2.0923438930000002,0,44.2,5.71,0.4,2.2,0.5770000000000001,High Polio & High Diphtheria,10.7
1875,2001,Developing,73.0,193.0,4,3.51,22.35595448,0,43.5,5.26,0.4,2.2,0.57,High Polio & High Diphtheria,10.4
1876,2000,Developing,73.0,192.0,4,3.61,15.25518816,0,42.8,5.39,0.4,2.2,0.562,High Polio & High Diphtheria,10.1
1878,2014,Developing,61.4,223.0,49,0.01,3.3040398989999997,1142,18.9,5.82,0.5,9.8,0.345,High Polio & High Diphtheria,5.3
1879,2013,Developing,69.0,227.0,49,0.01,31.50243237,1224,18.5,5.9,0.6,1.0,0.341,Low Polio & High Diphtheria,5.3
1880,2012,Developing,63.0,232.0,49,0.01,29.75517982,272,18.1,6.11,0.7,1.3,0.331,High Polio & High Diphtheria,5.1
